key,input,activity10
FJCDJOPKILSQQC-WUXMJOGZSA-N,C/C(=N\NC(N)=S)C1=CC=CC(N)=C1,0.1897689768976898
VVZCMIMCJKOCNN-UHFFFAOYSA-N,CC1=NC2=CC=C(NC(=O)C3=CC=CS3)C=C2S1,0.26485148514851486
DVTVJGRKHOHFDN-UHFFFAOYSA-N,COC1=CC=CC=C1CNC(=O)C1=CC=C(OCC2CCCO2)C=C1,0.49814356435643564
XTSDSKNXFWPJCS-NSHDSACASA-N,N#C[C@@H]1CCCN1C(=O)CNC(=O)C1=CC=NC2=CC=CC(Br)=C12,0.20396039603960398
MOUOMNBPAHLPSE-UHFFFAOYSA-N,CC1CCC2=C(SC=C2C(=O)NC2=C(F)C=C(F)C=C2Br)C1,0.2281353135313531
FFMAUIFUNZBCRQ-UHFFFAOYSA-N,CC1=CC=CC(NS(=O)(=O)C2=CC=C(C(=O)N3CCC3)C=C2)=C1C,0.32673267326732675
YWTJHJYWEVKHSQ-UHFFFAOYSA-N,CCC1CCN(C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=C3C=CC(OC)=CC3=C2)C(C(=O)O)C1,0.25742574257425743
PRYDIUOIVPKNEW-CJLVFECKSA-N,C/C(=N\NC(=O)C1=CC=CN=C1)C1=CC=C(N2C(C)=CC=C2C)C=C1,0.28754125412541254
BVFBYUIDPPDGCS-UHFFFAOYSA-N,O=C(NCC=C(C1=CC=CC=C1)C1=CC=CC=C1)NC1=CC=C(Cl)C=C1,0.504950495049505
VWKMDRWBZTWKNM-UHFFFAOYSA-N,C=CCOC(=O)C1=CC=C(S(N)(=O)=O)C=C1,0.21287128712871287
PCKXOBFTBPFENG-UHFFFAOYSA-N,NC(=S)N1N=C(C2=CC=CC=C2O)CC1C1=CC=C(O)C=C1,0.34603960396039607
AJINREBJQTYYQG-UHFFFAOYSA-N,CCCC(=O)N1CCN(C2=CC3=C(C=C2F)C(=O)C(C(=O)O)=CN3C2CC2)CC1,0.06435643564356436
UXRUDFJTPABSNB-OYHNWAKOSA-N,CCOP(=O)(CC1=CC=CC=C1NC(=O)[C@H]1CC2=CC3=C(C=C2C(=O)[C@H](C)S1)OCO3)OCC,0.42326732673267325
XSEWDLLFUPPPPL-PYHSYOTJSA-N,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC1=CC(OS(=O)(=O)O)=CC=C1OS(=O)(=O)O,0.36798679867986805
UOLWAWYOIVYEAT-IWIPYMOSSA-N,COC1=CC=C2C(=C1)C(/C=C1\OC3=CC(O)=CC(O)=C3C1=O)=C(C)N2CCN1CCN(C)CC1,0.3871994342291372
GOEVKCKHFBODJY-UHFFFAOYSA-N,CN1C(SCC(=O)NC2=CC=CC=C2Br)=NN=C1C1=CN=CC=N1,0.29207920792079206
XDXADVDZZWWNRR-UHFFFAOYSA-N,O=S(=O)(NCC1=CC=C(Cl)C=C1)C1=CC(Cl)=C(OC2=CC=CC(N3CCNCC3)=C2)S1,0.8160066006600659
QJNOZHZYQOMYHW-UHFFFAOYSA-N,O=C(CN1CCOCC1)NNC1=NC(C2=CC=CC=C2)=C2C=C(Br)C=CC2=N1,0.38514851485148516
VUISAJWDMBCIQP-UHFFFAOYSA-N,COC1=CC=C(C2=NN(CCCO)C(=O)C3CCCCC23)C=C1OC,0.3080858085808581
DUBHBBAOOPNWGQ-UHFFFAOYSA-N,Br.COC(=O)CN1C(=N)N(CCN2CCCCC2)C2=CC=CC=C12,0.5841584158415841
RIJGXYIRUNBEJG-UHFFFAOYSA-N,OC1=CC=C(CC2CCN(CCC#CC3=CC=CC=C3)CC2)C=C1,0.8168316831683168
HDYLUQPADNVNQG-UHFFFAOYSA-N,COCCN1C(=O)C(C2=CN(C)C3=CC=CC=C23)=NC2=CN=C(OC3=CC=CC(Cl)=C3)N=C12,0.7376237623762376
NXBNYUSXDBHELA-DHZHZOJOSA-N,COC1=CC=C(/C=C/C(=O)C2=CC=CC=C2O)C=C1,0.13366336633663367
JGOMOURYXGBGLP-UHFFFAOYSA-N,COC1=CC(C2CC(C3=CC(OC)=C(OC)C(OC)=C3)=NN2C)=CC=C1O,0.26782178217821784
SIMOEFIOKHUVBO-UHFFFAOYSA-N,CC1(C)OCC2=C(NC3=NNC4=C(Cl)C=CC=C34)N=C(C3=C(C(F)F)NN=C3)N=C12,0.43564356435643564
XVPZRKIQCKKYNE-UHFFFAOYSA-N,CN1C(CC2=CC=CC=C2)=NC(=O)C2=CC=CC=C12,0.7442244224422442
UXLPJZGKAQRVTA-UHFFFAOYSA-N,CCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1=CC=CC([N+](=O)[O-])=C1,0.2773927392739275
CGTBRZZQACOTSR-LSQHKTNHSA-N,O=C1N=CC=CN1[C@H]1[C@H](O)[C@H](O)[C@@]2(CO)C[C@H]12,0.1674917491749175
OYTZWPYVHBHOPU-SFHVURJKSA-N,CCC1=NC=CN1CC(=O)C1=CC=C(C2=CC=C(N3C[C@H](CN4C=CN=N4)OC3=O)C=C2F)C=N1,0.34488448844884484
QWMFOPZHDXETGS-ZVHZXABRSA-N,O=C(N/N=C/C1=CC=CC=N1)C1=CC(C2=CC=NC=C2)=NC2=CC=CC=C12,0.46782178217821785
RSZWMKSWYWFHMX-SANMLTNESA-N,CN(C)CCCN1C(=O)[C@H](CC2=CC=CC=C2)N(CC2=CC=C(C3=CC=CC=C3C3=NNN=N3)C=C2)C1=S,0.7764026402640263
KFGVJVJYLSWZJG-UHFFFAOYSA-N,CCC(CC1=CC=CC=C1)NC(=O)CN1N=C(C)N2C(=CC3=C2C=CO3)C1=O,0.29826732673267325
KBAQOTQHZALTMH-WPWMEQJKSA-N,CC1=CC=C(/C=N/NC(=O)CCN2CCN(C3=CC=NC4=CC(Cl)=CC=C34)CC2)C=C1,0.6547029702970297
VJOLHYVXOROYEL-UHFFFAOYSA-N,CC1=NC2=CC=C(Cl)C=C2C(C2=CC=C(Cl)C=C2)N1CCN1CCCCC1,0.726897689768977
NMXILYPHEODMRP-UHFFFAOYSA-N,O=C1C2C3C=CC(C3)C2C(=O)N1CCNC1=C2C(=NC3=CC=CC=C13)C=CC=C2,0.5264026402640264
ZYPFOSZGRDTEPJ-INIZCTEOSA-N,CN(C)C[C@H]1CCN2C(=C(C3=C(NC4=CC=CC=C4)C(=O)NC3=O)C3=CC=CC=C23)C1,0.7561881188118812
OOZYTONLGPPKPM-WJOKGBTCSA-N,O=C(N[C@H](CC1=CNC2=CC=CC=C12)C(=O)NC1=CC=NC=C1)C1=CC=C(N2CCN(C3=CC=CC(C(F)(F)F)=C3)CC2)C=C1F,0.5952970297029703
OSLLJZQZZPCQEN-UHFFFAOYSA-N,CSC1=NC=C(Cl)C(C(=O)NC2=C(C(=O)C3=CC=C(Cl)C=C3)OC3=CC=CC=C23)=N1,0.6435643564356436
LVTFXXHFOAVFAJ-ZQBBOAKWSA-N,O=C(/C=C/C1=CC=CC=C1Cl)[C@@H]1[C@@H](C2=CC=CC=C2Cl)[C@@H]2CSCN2C12C(=O)NC1=CC=CC=C21,0.5396039603960396
VXEYXROSIMOFIS-UHFFFAOYSA-N,CS(=O)(=O)C1=CC=C(C2=C3C(=C(C4=CC=C(S(C)(=O)=O)C=C4)N2)C2CCC3C2)C=C1,0.8044554455445545
WLGSTVNPSKYNLO-UHFFFAOYSA-N,CC(C)(C)C1=CC=C(CN(CC2=CC=CC3=CC=CC=C23)N2C=NN=C2)C=C1,0.8935643564356436
TZNQMGFEWYPGDR-UHFFFAOYSA-N,NC1=NC2=CC3=C(NC(NCCC4=CC=C(C(=O)O)C=C4)=N3)C=C2C(=O)N1,0.22813531353135313
MEXOOXQSKJQSPA-UHFFFAOYSA-N,CCOC(=O)C1=NOC2(C1)C(=O)NC1=CC=C(OC(F)(F)F)C=C21,0.30074257425742573
ZRQUIFFSYFFJJZ-UHFFFAOYSA-N,O=C1NC2=CC=CC=C2/C1=N\NC(=O)C1=CC=CN=C1,0.36716171617161714
BFNQHIJJIFTQCT-UHFFFAOYSA-N,CC(O)(COC1=CC=C(F)C=C1F)C(=O)NC1=CC=C(C#N)C=C1C(F)(F)F,0.3415841584158416
NQEXFOOJALTUQI-UHFFFAOYSA-N,CC(CNC(=O)C1=CC=CC=C1)(CNC(=O)C1=CC=CC=C1)[N+](=O)[O-],0.18316831683168316
BAZIZFOLMQRGMR-UHFFFAOYSA-N,CC1=CC=C(N2C=CN3C(SC(C)C(=O)NC4=CC=C5C(=C4)OCCO5)=NN=C3C2=O)C=C1C,0.35148514851485146
BXZCHELXYNXCDS-UHFFFAOYSA-N,NC1=NN2C(=N1)NC(C1CC1)=C(CC1=CC=C(Cl)C(Cl)=C1)C2=O,0.4282178217821782
VYMNBUQVQUXHSM-UHFFFAOYSA-N,CCCN(CCC)C1=CC(C)=NC2=C(C3=NC=C(N=O)C=C3C)C(C)=NN12,0.5775577557755776
ULFGDQDWOJBMLY-YPMHNXCESA-N,CC1(C)OC2=C(SC(C#N)=C2)[C@@H](N2CCCC2=O)[C@@H]1O,0.3316831683168317
VACBNLGJAQMVJK-UKTHLTGXSA-N,O=C1NC2=CC=CC=C2/C1=C\C(=O)C1=CC=CC(Cl)=C1,0.48514851485148514
WTWJERJTGDRNRR-UHFFFAOYSA-N,NCCC[Se](=O)O,
BRAWSIIECGMQJC-UHFFFAOYSA-N,O=C(CCC(=O)N1CCN(S(=O)(=O)C2=CC=C(Cl)C=C2)CC1)NC1=CC=C2C=CC=CC2=C1,0.41089108910891087
LDXDMBVFSOGIIJ-NRXMAPPISA-N,COC1=CC=C(/N=C2C(=N/C3=CC=C(OC)C=C3)/N(C3=CC=CC=C3)C(=S)N/2N=C=C2SC3=CC=CC=C3N2C)C=C1,0.7334983498349836
IIRVXNJEGFDTAK-UHFFFAOYSA-N,O=C(CCN1C(=O)C2=CC=CC3=CC=CC(=C23)C1=O)NCC1=CC=CN=C1,0.4158415841584158
KJVFQLVWOAZHEV-UHFFFAOYSA-N,CCCCNC(=O)CSC1=NC2=CC3=C(C=C2C(=O)N1CC1=CC=CO1)OCO3,0.4430693069306931
OXYCNDUOAUAOAC-IGMJJTELSA-N,COC(=O)[C@@]1(C)[C@H]2C(=O)N(C)C(=O)[C@H]2[C@H]2CN=C(SCC3=CC=C(C)C=C3)N12,0.31683168316831684
QRYRSVDNNGPOCP-UHFFFAOYSA-N,C=CCNC(=O)C(C)(C(C)C)N(C(=O)C1=CC=CN=C1)C1CC1,0.16947194719471947
IUFLCCGSBWWBGH-UHFFFAOYSA-N,OC1=NC=C(OC2=CC=CC(C(F)(F)F)=C2)C=N1,0.23003300330033005
PRYSYKQNIPXASP-UHFFFAOYSA-N,COC1=CC=CC=C1NC(=O)CSC1=NN=CN1N,0.24092409240924095
DCANEJPZBIAFRD-UHFFFAOYSA-N,CCOCCN1CCN(CC2=CN(C)N=C2)CC1C,0.5896039603960397
LYNBJSJVJXRVTC-BZSNNMDCSA-N,N[C@@H](CC1=CC=C(O)C=C1)C(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)C2=CC(=CC=C2)NC1=O,0.20668316831683167
KLUBFNJJJWONQA-UHFFFAOYSA-N,CC#CCOC1=CC=C(S(=O)(=O)CC2(C(=O)NO)CCCN(S(=O)(=O)CC3=CC=NC=C3)C2)C=C1,0.36518151815181515
PIVPVCCOKPYBOP-FPLPWBNLSA-N,COC1=CC(/C=C\C2=CC=CC3=C2OC(=O)N3C)=CC(OC)=C1,0.3184818481848185
YPDMZTAHAUZDKO-JZBRPHLYSA-N,CSCC(O/N=C(\C(=O)N[C@@H]1C(=O)N(OS(=O)(=O)O)C1(C)C)C1=CSC(N)=N1)C1=CC(=O)C(O)=CN1O,0.2698019801980198
TUUDYGUVNIAEDD-UHFFFAOYSA-N,O=C(CN1CCNCC1)NCC1=CC=C2SC=CC2=C1,0.5280528052805281
MAECBKYPUBIHOI-UHFFFAOYSA-N,CC1=CC(C)=NC(NC(=O)NS(=O)(=O)OC2=CC=CC=C2C(=O)OC2=CC=CC=C2)=N1,0.26485148514851486
ZLJCOCPMGGSXRR-UHFFFAOYSA-N,O=C(O)C1CCN(C2=NC(C3=CC=C(Br)C=C3)=CS2)CC1,0.41089108910891087
KUGOSCGBFCSECZ-GQCTYLIASA-N,CO/C(O)=C/C1=NCCNC1=O,0.20973597359735974
OGUHXQFMLWUPCE-UHFFFAOYSA-N,COC(=O)C1=CC2=CC=C3C(=C2C(C2=CC=C4C(=C2)OCO4)=C1C(=O)OC)OCO3,0.42533003300330036
XDUMFDDLQURJLV-UHFFFAOYSA-N,S=C(NCCN1CCOCC1)NC1=CC=C2N=CN=C(NC3=CC=C(Cl)C=C3)C2=C1,0.4092409240924092
KIKGLPDJZDAKFB-UHFFFAOYSA-N,CCN(CC)C1=CC=C(CN2CCC(C(=O)NCC3=CC=C(C)C=C3)CC2)C=C1.O=C(O)C(=O)O,0.4752475247524752
SVRJEAMALKPJOQ-UHFFFAOYSA-N,O=C(COC(=O)CN1C(=O)NC2(CCCCC2)C1=O)NC1=CC(F)=CC=C1F,0.33003300330033
NDINQOKZIDQTBN-UHFFFAOYSA-N,O=C(OCC1=CC=CS1)C1=CC2=C(O1)C(=O)C1=CC=CC=C1C2=O,0.3308580858085809
ZYODXRYBYZMUNL-UHFFFAOYSA-N,COC(=O)CCC1=CC=C(C)C=C1,0.2784653465346535
QBDOFAGOTWCKQB-UHFFFAOYSA-N,COC1=CC=C(CN2C(NCCNC(=N)N)=NC(=O)N(CCC3=CC=CC=C3)C2=O)C=C1,0.7207920792079208
INNWZDNVOIAPRP-UHFFFAOYSA-N,CCOP(=O)(OCC)C1(P(=O)(OCC)OCC)CC(C(=O)CC)=NN1,0.2330858085808581
IDOHVXBVCIPPSW-HOTGVXAUSA-N,C[C@H]1COCCN1C1=NC(N2CCOC[C@@H]2C)=C2N=C(C3=CC=C(C4=NC=CN4)C=C3)NC2=N1,0.30816831683168316
KELKEHFTJFLDAM-UHFFFAOYSA-N,O=C(NC1=CC=C(OC(F)(F)F)C=C1)NC1COC2=CC=CC=C2C1,0.4975247524752475
RUGBZCTWKBEUNI-UHFFFAOYSA-N,CC1=CC(C)=NC(NC(=S)N2CCN(C3=CC=C4C=CC=CC4=C3)CC2)=C1,0.6641914191419143
OAVFKAHCLBNXSU-UHFFFAOYSA-N,CC1=NN=C(SC(C)C(=O)NC2=NC=CS2)S1,0.18316831683168316
QLPJOBBIJIWDOA-UHFFFAOYSA-N,NC1=C(C2=NC3=CC=CC=C3S2)C(=O)CN1NC(=O)C1=CNC2=CC=CC=C12,0.3584394153701085
JAURGPIILHRUCZ-WEVVVXLNSA-N,C/C(C#N)=C\C1=CC=C(C)C=C1Cl,0.26487505893446484
OYELBKDRZUAMQY-SHHOIMCASA-N,COC1=CC=C(CC(/C(=N/OCCCCC(=O)O)C2CCCCC2)N2C=CN=C2)C=C1,0.4064356435643564
DRHSVFXMBSQDIC-REZTVBANSA-N,O=C1NC2=CC=C(Cl)C=C2/C1=N/N=C/C1=CC=C(O)C(O)=C1,0.3886138613861386
MRMNCFGODMCHHJ-UHFFFAOYSA-N,CC1=NC(NC2=NC(O)=CC(CSC3=CC=C(Cl)C=C3)=N2)=NC2=CC=CC=C12,0.4843234323432343
PLZKIIULZQORTM-LLVNNSLESA-N,COC(=O)/C=C/OC[C@H]1OCCC[C@H]1O[Si](C)(C)C(C)(C)C,
WDXRGPWQVHZTQJ-WUNHTLNSSA-N,C/C=C1\C(=O)C[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@@]4(C)[C@H]3CC[C@@]12C,0.25495049504950495
JMRQLQZCVRXVBF-DPQHJISKSA-N,C=C(CC[C@@H](C)[C@H]1CC=C2C3=C([C@@H](O)[C@H](OC(C)=O)[C@]12C)[C@@]1(C)C[C@@H](O)[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]1CC3)C(C)C,0.13927392739273925
PKSYYDVTKCWIMK-QJLXOANVSA-N,CO[C@]1(C2=CC(F)=CC(SC3=CC=C(/C(C)=N/O)C=C3)=C2)CCO[C@@H](C)C1,0.5008250825082509
ILBNDUAYPWIWNI-CYBMUJFWSA-N,CC1=C(C2=CC=NN2)SC2=C(N[C@@H]3CCNC3)N=C(C3=CC=NC=C3)N=C12,0.5948844884488448
ZCODZCCHEGPLFA-UHFFFAOYSA-N,CCC1C(=O)N2C=CSC2=[N+](CC2=CC=C(Cl)C=C2)C1=O,0.6267326732673267
DHJSIGLFEZHWTN-UHFFFAOYSA-N,COC1=CC2=C(C(C3=CC=CC(C4=CC=CC=N4)=C3)=C(C3=CC=CS3)C(=O)N2)C=C1OC,0.5668316831683168
VQKNVDMTYTWAPP-RGVLZGJSSA-N,COC1=CC=C(N2C(=O)CC(SC(=N)N/N=C(\C)C3=CC=CS3)C2=O)C=C1,0.3564356435643564
MHJKYBXJQUFCAY-UHFFFAOYSA-N,O=C1NC2=C(C(C3CCN(C4=CN=C(C(F)(F)F)C=N4)CC3)=NN2)C(O)(C(F)(F)F)C1O,0.37285478547854783
NWJKKFOUUINEJW-UHFFFAOYSA-N,O=C(C1=CC=CC(C2=CC=CC=C2F)=C1)N1CCC2=C(NC3=CC=CC=C23)C1,0.7158415841584158
YRMGHBRKSZQGFZ-BOXHHOBZSA-N,N=C(N)N1CCC[C@H]1C1=NC(C2=CC=C3C=C(OCC(=O)C4=CC=C(C(F)(F)F)C=C4)C=CC3=C2)=NO1.O=C(O)C(F)(F)F,0.2871287128712871
YFRICIADHZUKMP-UHFFFAOYSA-N,CCN(CC)CCN(CC)C1=CC=C2C=C(C(=N)N)C(=O)OC2=C1.Cl,0.40511551155115516
GZAPVKSQRTZSJU-UHFFFAOYSA-N,OC(CN1C=CN=C1)(C1=CC=C(F)C=C1)C1=CC=CC=C1C1=CC=NC=C1,0.5154702970297029
GDYUSSFBUVJSFX-UHFFFAOYSA-N,CN(C1=CC=C(Cl)C=C1)S(=O)(=O)C1=CC=CC(C(=O)NC2=CC(Cl)=CN=N2)=C1,0.5816831683168316
ORPXEQOZVCQUKK-UHFFFAOYSA-N,CC1=CC=C(S(=O)(=O)NC2=CC=C(C3=NN=C(SCC#N)N3C)C=C2)C=C1,0.6881188118811881
TXUWQECYFJZEMC-RBZQAINGSA-N,CCC(CC)O[C@@H]1C=C(C(=O)NCC2=CC=C(C3=CSC=C3)C=C2)C[C@H](N)[C@H]1NC(C)=O,0.41955445544554454
QWKYFMXJKILTAJ-LJQANCHMSA-N,CCCN(CCC)[C@H]1COC2=C(C=CC=C2C2=CC=C(OC)C=C2)C1,0.8737623762376238
NLHNOVPBFCSLAT-UHFFFAOYSA-N,CN1C(C(=O)NC2CCCC2)=NC(C2=CC=C(Cl)C=C2Cl)=C1C1=CC=C(Cl)C=C1,0.7265833726229766
JQAIMHGAEVVRTI-UHFFFAOYSA-N,CCCCN(CC1=CC=CC=C1C1=CC=CC=C1)C1=NC2=C3C(=CC=C2S1)CCCC3,0.7891089108910891
XFUKIAYRJVFVSZ-ZENAZSQFSA-N,CN1CCC(OC2=CC(CN3CC[C@H](NC(=O)C4=CC=C(Cl)C(Cl)=C4)C3)=CC=C2I)C1,0.7227722772277227
VLOMEILIKQSBAS-UHFFFAOYSA-N,COC1=CC(O)=C2C(=O)C=C(C(=O)NCCCCCCN(C)CC3=CC=CC=C3OC)OC2=C1,0.3498349834983498
GDNDXNUOEVYPDM-SDHOMARFSA-N,CCCN(CCC)C(=O)C1=CC(C)=CC(C(=O)N[C@@H](CC2=CC(F)=CC(F)=C2)[C@H](O)[C@@H]2NCCNC2=O)=C1,0.3341584158415842
PSFWRKAIDVJVPD-UHFFFAOYSA-N,N#CC1=CC=CC(NC(=O)NCCCN2CCC(CC3=CC=C(C(F)(F)F)C=C3)CC2)=C1,0.8217821782178217
QLXYYFOZLXUJSU-UHFFFAOYSA-N,CC1CCN(C(C2=CC=CC=C2)C2=C(O)N3C(=NC(C4=CC=CO4)=N3)S2)CC1,0.4628712871287129
HDWYPNVSPBUTCS-FTPOTTDRSA-N,CNC1=CC=CN=C1/C=N/NC(=S)N(C)C.Cl,0.32425742574257427
ZUOXMLSPIUSXPR-UHFFFAOYSA-N,COC1=CC=C(C(=O)NC2=C(C)N(COC3=CC=CC(C(F)(F)F)=C3)N=C2C)C=C1,0.3894389438943894
HRWPTRXVULGXJH-GEFPKZSYSA-N,NC/C=C\CN(CCF)C[C@H]1O[C@@H](N2C=NC3=C(N)N=CN=C23)[C@H](O)[C@@H]1O,0.23638613861386137
KEOVOLZZHVJWJR-UHFFFAOYSA-N,O=C(NC1=CC=CC=C1)C1=[N+]([O-])C2=CC(Cl)=C(Cl)C=C2[N+]([O-])=C1C1=CC=CC=C1,0.5792079207920792
DGBHLXYEPIJNFG-UHFFFAOYSA-N,CN1C(Cl)=C(C(=O)NC2=CC=C(Cl)C=C2)C2=CC=CC=C12,0.5189768976897691
BQVZICWQBFTOJX-QNDZYWSYSA-N,C[C@@H]1C[C@@](N)(C(=O)O)[C@@H]2[C@@H](C(=O)O)[C@H]12,0.03745874587458746
FRUDVXRUSIWXJO-UHFFFAOYSA-N,O=C1OC2=CC=CC=C2C(NC2=CC=C(OCCN3CCCC3)C=C2)=C1C1=CC=C(F)C=C1,0.8514851485148515
CMHQDSBIBSKHFP-UHFFFAOYSA-N,O=C(O)C1=CCCN(CCOC(C2=CC=C(C(F)(F)F)C=C2)C2=CC=C(C(F)(F)F)C=C2)C1,0.42326732673267325
MXVAYAXIPRGORY-UHFFFAOYSA-N,ClC1=CC(Cl)=CC(C2=CC(Cl)=C(Cl)C(Cl)=C2)=C1,0.4900990099009901
ZCMMWOVFLLUFDU-UHFFFAOYSA-N,CC1=CC2=C(N=C(CC3=CC=CC(Cl)=C3)O2)C(NCC(F)(F)C2=CC=CC=[N+]2[O-])=N1,0.5882838283828383
FZVSEIOEFSDZOA-UHFFFAOYSA-N,CC1=CC(SC2=C(O)OC(CCC3=C(C)SC=N3)(C(C)C)CC2=O)=C(C(C)(C)C)C=C1CO,0.40546911834040544
HULVBXHCFWOUHP-VHJOFQCFSA-N,NC(=O)OCCO[C@@H]1[C@H](O)[C@H](OC2=CC=C(I)C=C2)O[C@@H](COS(=O)(=O)C2=CC=C3C=CC=CC3=C2)[C@H]1O,0.4323432343234324
CDLQJUZZIBSLEZ-UHFFFAOYSA-N,COC1=CC=C(NC2=C(C3=CC=C(F)C=C3)N=C3N=C(C)C=C(C)N23)C=C1,0.6996699669966997
YQCHJORSBGANNU-UHFFFAOYSA-N,NC1CN(C2=NC=C(C(=O)NC3=CC=C(OC(F)(F)Cl)C=C3)C=C2C2=CN=CN=C2)C1,0.5214521452145214
ISDNLQZIXKBDQS-UHFFFAOYSA-N,CCCCN(CCCNC1=CC=NC2=CC(Cl)=CC=C12)CC1=CC(Br)=CC=C1O,0.7970297029702971
QCOOGLXBUANRGO-MISDAEJGSA-N,CSC1=CC2=C(C(=O)C3=CC=C([C@H]4C[C@@H](O)[C@H](O)[C@@H](C)O4)C(O)=C3C2=O)[C@@]2(O)C(=O)C=C(C)C[C@@]12O,0.2896039603960396
WANUEHQHGBYBLT-UHFFFAOYSA-N,COC1=CC2=NC=NC(NC3=CC=C(Br)C=C3Cl)=C2C(OC)=C1OC,0.4471947194719472
FHIKEQNYVZSIEI-KYJUHHDHSA-N,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CC=C(OC(=O)C2=CC=CC=C2)C=C1)C(=O)NC(C)(C)C)N(C)CC1=CC=CC=C1Cl,0.6229372937293729
WCWQZLUHHJUUJM-UHFFFAOYSA-N,COC1=CC=C(CCNC2(C#N)CCCCC2)C=C1OC,0.5123762376237624
AFRLWULTPSQTJR-UHFFFAOYSA-N,CCOC(=O)N1C(=O)N(C2=CC=CC(C(F)(F)F)=C2)C2=C(C(=O)CC2)C1C1=CC=C(C#N)C=C1S(C)(=O)=O,0.5866336633663366
VZAJNAMCAWDCMR-UHFFFAOYSA-N,O=C1NC(=O)C2=C1C1=C(OC3=CC=CC=C3O1)C1=C2C2=CC(O)=CC=C2N1,0.31373762376237624
WYNUBLAIBVYKTR-UHFFFAOYSA-N,CC1=CC=C(CC(=O)N(C)CC2(O)CCCN(C3=CC=CC=N3)C2)S1,0.27103960396039606
WMHUNWSSFWGGDP-DEOSSOPVSA-N,CC1=NNC2=CC=C(C3=CN=CC(OC[C@@H](N)CC4=CC=CC(OCCN5CCOCC5)=C4)=C3)C=C12,0.29125412541254125
QFZMGUJABZECLU-XWDWZIQCSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](C(C)C)[C@@H](O)[C@H](O)[C@H](CC(C)C)NC(=O)OCC1=CC=CC=C1)C(=O)NCC1=CC=CC=N1,0.3952145214521452
XVOMFNLPAMISSW-UHFFFAOYSA-N,CCN(CCCN1CCCCC1)C1=CC(C)=NC(NC2=CC=C(C(F)(F)F)C=C2)=N1.O=C(O)C(F)(F)F,0.5102310231023102
PPCGMGHPTLIZSS-AUVZLTIHSA-N,COC1=CC=C2N=CC(F)=C([C@@H](O)CC[C@@H]3CCN(C4CC(C5=CC=C(F)S5)C4)C[C@@H]3C(=O)O)C2=C1,0.30396039603960395
DOQVEVUPASOJLQ-KRWDZBQOSA-N,COC1=CC=C([C@H]2CC(=O)N(C3=CC=CC(NS(=O)(=O)C4=CC(Br)=C(Cl)S4)=C3)C2)C=C1OC1CCCC1,0.6386138613861386
XWVFBUOUWXGKIB-UHFFFAOYSA-N,CCN(C)C(=O)CN1CC(OC2=CC=CC(Cl)=C2)C1,0.39232673267326734
LDTYCPIQHHHNCK-UHFFFAOYSA-N,CC(C)OC1=CC=NC2=CC=C(C#CCNC(=O)C3=CC=CN(CC4=CC=C(F)C(F)=C4)C3=O)C=C12,0.4306930693069307
WLEPZPAKSFBFNK-UHFFFAOYSA-N,COC(=O)C1=C(O)C=C(O)C(Cl)=C1CCC(=O)N1CCC2=CC=CC=C12,0.2636138613861386
LONAMIOABDSPFE-UHFFFAOYSA-N,CCCNC(=O)C1=CC=NC(C2=CC=C(CNC3CC4=CC=CC=C4C3)C=C2)=C1.O=C(O)C(F)(F)F,0.3336633663366337
ADEZIYQYXOGZGX-BJMVGYQFSA-N,CN1C(=N)N/C(=C/C2=CNC3=CC=CC(Br)=C23)C1=O,0.31633663366336634
QYQVBGWDHQUXNU-UHFFFAOYSA-N,COC1=CC=CC=C1NC(=O)C(=O)N1CCCC1,0.097006129184347
YULOHHJNVBWZFQ-IBGZPJMESA-N,CCC(CC)(NC(=O)C(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NCCC1=CC=CC=C1,0.2904290429042904
WUVJSEREYUFVKJ-ZBJMMJAPSA-N,CC(C)(O)C1=CC=CC=C1CC[C@@H](SCC1(CC(=O)O)CC1)C1=CC=CC(/C=C/C2=NC(C3=CC=C(F)C=C3)=CS2)=C1,0.49504950495049505
YIJBKFVBAAGOKC-UHFFFAOYSA-N,COC1=CC=C(NC(=S)/N=C(\N)NC2=NC(C)=C3C=CC=CC3=N2)C=C1,0.39158415841584154
HVGMAUSTZLWHEQ-PKTZIBPZSA-N,CC1=NN(C2=CC=CC=C2)C2=C1[C@@H](C1=CC=C(F)C=C1)[C@H](NC(=O)C1=CC=CC(C(F)(F)F)=C1)C(=O)N2,0.6049504950495049
PPVGQERWWBWIDQ-NKRMQULXSA-N,CO[C@@H]1CC[C@@]2(C)[C@@H](C1)C[C@@H](OS(=O)(=O)O)[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)CCC(=O)N1CCCC1,0.2043729372937294
